id,original_id,split,target_prefix_ratio,visible_ratio,prefix_tokens,total_tokens,hidden_tokens,prefix_utterance,masked_utterance,full_utterance,full_label,label,label_source
deepseek3000-01686__p080,deepseek3000-01686,train,0.80,0.875000,7,8,1,Use your arm to point to the,Use your arm to point to the <MASK>,Use your arm to point to the right.,motion_query,motion_query,motion_cue_seen
deepseek3000-01686__p100,deepseek3000-01686,train,1.00,1.000000,8,8,0,Use your arm to point to the right.,Use your arm to point to the right.,Use your arm to point to the right.,motion_query,motion_query,complete_input
deepseek3000-02544__p020,deepseek3000-02544,train,0.20,0.333333,2,6,4,I need,I need <MASK> <MASK> <MASK> <MASK>,I need help planning my schedule.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02544__p040,deepseek3000-02544,train,0.40,0.500000,3,6,3,I need help,I need help <MASK> <MASK> <MASK>,I need help planning my schedule.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02544__p060,deepseek3000-02544,train,0.60,0.666667,4,6,2,I need help planning,I need help planning <MASK> <MASK>,I need help planning my schedule.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-02544__p080,deepseek3000-02544,train,0.80,0.833333,5,6,1,I need help planning my,I need help planning my <MASK>,I need help planning my schedule.,chat,chat,high_ratio_no_motion_cue
deepseek3000-02544__p100,deepseek3000-02544,train,1.00,1.000000,6,6,0,I need help planning my schedule.,I need help planning my schedule.,I need help planning my schedule.,chat,chat,complete_input
deepseek3000-01252__p020,deepseek3000-01252,train,0.20,0.333333,1,3,2,Cover,Cover <MASK> <MASK>,Cover your eyes.,motion_query,wait,motion_cue_not_seen
deepseek3000-01252__p040,deepseek3000-01252,train,0.40,0.666667,2,3,1,Cover your,Cover your <MASK>,Cover your eyes.,motion_query,wait,motion_cue_not_seen
deepseek3000-01252__p060,deepseek3000-01252,train,0.60,0.666667,2,3,1,Cover your,Cover your <MASK>,Cover your eyes.,motion_query,wait,motion_cue_not_seen
deepseek3000-01252__p080,deepseek3000-01252,train,0.80,1.000000,3,3,0,Cover your eyes.,Cover your eyes.,Cover your eyes.,motion_query,motion_query,complete_input
deepseek3000-01252__p100,deepseek3000-01252,train,1.00,1.000000,3,3,0,Cover your eyes.,Cover your eyes.,Cover your eyes.,motion_query,motion_query,complete_input
deepseek3000-02114__p020,deepseek3000-02114,train,0.20,0.250000,2,8,6,Tell me,Tell me <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Tell me about the history of the internet.,chat,chat,text_cue_seen
deepseek3000-02114__p040,deepseek3000-02114,train,0.40,0.500000,4,8,4,Tell me about the,Tell me about the <MASK> <MASK> <MASK> <MASK>,Tell me about the history of the internet.,chat,chat,text_cue_seen
deepseek3000-02114__p060,deepseek3000-02114,train,0.60,0.625000,5,8,3,Tell me about the history,Tell me about the history <MASK> <MASK> <MASK>,Tell me about the history of the internet.,chat,chat,text_cue_seen
deepseek3000-02114__p080,deepseek3000-02114,train,0.80,0.875000,7,8,1,Tell me about the history of the,Tell me about the history of the <MASK>,Tell me about the history of the internet.,chat,chat,text_cue_seen
deepseek3000-02114__p100,deepseek3000-02114,train,1.00,1.000000,8,8,0,Tell me about the history of the internet.,Tell me about the history of the internet.,Tell me about the history of the internet.,chat,chat,complete_input
deepseek3000-02637__p020,deepseek3000-02637,train,0.20,0.250000,1,4,3,What,What <MASK> <MASK> <MASK>,What are your functions?,chat,chat,text_cue_seen
deepseek3000-02637__p040,deepseek3000-02637,train,0.40,0.500000,2,4,2,What are,What are <MASK> <MASK>,What are your functions?,chat,chat,text_cue_seen
deepseek3000-02637__p060,deepseek3000-02637,train,0.60,0.750000,3,4,1,What are your,What are your <MASK>,What are your functions?,chat,chat,text_cue_seen
deepseek3000-02637__p080,deepseek3000-02637,train,0.80,1.000000,4,4,0,What are your functions?,What are your functions?,What are your functions?,chat,chat,complete_input
deepseek3000-02637__p100,deepseek3000-02637,train,1.00,1.000000,4,4,0,What are your functions?,What are your functions?,What are your functions?,chat,chat,complete_input
deepseek3000-01101__p020,deepseek3000-01101,train,0.20,0.200000,1,5,4,Please,Please <MASK> <MASK> <MASK> <MASK>,Please tell me without demonstrating.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01101__p040,deepseek3000-01101,train,0.40,0.400000,2,5,3,Please tell,Please tell <MASK> <MASK> <MASK>,Please tell me without demonstrating.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-01101__p060,deepseek3000-01101,train,0.60,0.600000,3,5,2,Please tell me,Please tell me <MASK> <MASK>,Please tell me without demonstrating.,chat,chat,text_cue_seen
deepseek3000-01101__p080,deepseek3000-01101,train,0.80,0.800000,4,5,1,Please tell me without,Please tell me without <MASK>,Please tell me without demonstrating.,chat,chat,text_cue_seen
deepseek3000-01101__p100,deepseek3000-01101,train,1.00,1.000000,5,5,0,Please tell me without demonstrating.,Please tell me without demonstrating.,Please tell me without demonstrating.,chat,chat,complete_input
deepseek3000-01031__p020,deepseek3000-01031,train,0.20,0.250000,2,8,6,What should,What should <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,What should I include in a cover letter?,chat,chat,text_cue_seen
deepseek3000-01031__p040,deepseek3000-01031,train,0.40,0.500000,4,8,4,What should I include,What should I include <MASK> <MASK> <MASK> <MASK>,What should I include in a cover letter?,chat,chat,text_cue_seen
deepseek3000-01031__p060,deepseek3000-01031,train,0.60,0.625000,5,8,3,What should I include in,What should I include in <MASK> <MASK> <MASK>,What should I include in a cover letter?,chat,chat,text_cue_seen
deepseek3000-01031__p080,deepseek3000-01031,train,0.80,0.875000,7,8,1,What should I include in a cover,What should I include in a cover <MASK>,What should I include in a cover letter?,chat,chat,text_cue_seen
deepseek3000-01031__p100,deepseek3000-01031,train,1.00,1.000000,8,8,0,What should I include in a cover letter?,What should I include in a cover letter?,What should I include in a cover letter?,chat,chat,complete_input
deepseek3000-00357__p020,deepseek3000-00357,train,0.20,0.333333,1,3,2,Flip,Flip <MASK> <MASK>,Flip the switch.,motion_query,wait,motion_cue_not_seen
deepseek3000-00357__p040,deepseek3000-00357,train,0.40,0.666667,2,3,1,Flip the,Flip the <MASK>,Flip the switch.,motion_query,wait,motion_cue_not_seen
deepseek3000-00357__p060,deepseek3000-00357,train,0.60,0.666667,2,3,1,Flip the,Flip the <MASK>,Flip the switch.,motion_query,wait,motion_cue_not_seen
deepseek3000-00357__p080,deepseek3000-00357,train,0.80,1.000000,3,3,0,Flip the switch.,Flip the switch.,Flip the switch.,motion_query,motion_query,complete_input
deepseek3000-00357__p100,deepseek3000-00357,train,1.00,1.000000,3,3,0,Flip the switch.,Flip the switch.,Flip the switch.,motion_query,motion_query,complete_input
deepseek3000-00839__p020,deepseek3000-00839,train,0.20,0.200000,2,10,8,Can you,Can you <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you solve this equation: 3x + 5 = 20?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00839__p040,deepseek3000-00839,train,0.40,0.400000,4,10,6,Can you solve this,Can you solve this <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Can you solve this equation: 3x + 5 = 20?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00839__p060,deepseek3000-00839,train,0.60,0.600000,6,10,4,Can you solve this equation: 3x,Can you solve this equation: 3x <MASK> <MASK> <MASK> <MASK>,Can you solve this equation: 3x + 5 = 20?,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00839__p080,deepseek3000-00839,train,0.80,0.800000,8,10,2,Can you solve this equation: 3x + 5,Can you solve this equation: 3x + 5 <MASK> <MASK>,Can you solve this equation: 3x + 5 = 20?,chat,chat,high_ratio_no_motion_cue
deepseek3000-00839__p100,deepseek3000-00839,train,1.00,1.000000,10,10,0,Can you solve this equation: 3x + 5 = 20?,Can you solve this equation: 3x + 5 = 20?,Can you solve this equation: 3x + 5 = 20?,chat,chat,complete_input
deepseek3000-01467__p020,deepseek3000-01467,train,0.20,0.285714,2,7,5,Scan the,Scan the <MASK> <MASK> <MASK> <MASK> <MASK>,Scan the room from side to side.,motion_query,wait,motion_cue_not_seen
deepseek3000-01467__p040,deepseek3000-01467,train,0.40,0.428571,3,7,4,Scan the room,Scan the room <MASK> <MASK> <MASK> <MASK>,Scan the room from side to side.,motion_query,wait,motion_cue_not_seen
deepseek3000-01467__p060,deepseek3000-01467,train,0.60,0.714286,5,7,2,Scan the room from side,Scan the room from side <MASK> <MASK>,Scan the room from side to side.,motion_query,wait,motion_cue_not_seen
deepseek3000-01467__p080,deepseek3000-01467,train,0.80,0.857143,6,7,1,Scan the room from side to,Scan the room from side to <MASK>,Scan the room from side to side.,motion_query,wait,motion_cue_not_seen
deepseek3000-01467__p100,deepseek3000-01467,train,1.00,1.000000,7,7,0,Scan the room from side to side.,Scan the room from side to side.,Scan the room from side to side.,motion_query,motion_query,complete_input
deepseek3000-01604__p020,deepseek3000-01604,train,0.20,0.285714,2,7,5,Point at,Point at <MASK> <MASK> <MASK> <MASK> <MASK>,Point at the picture on the wall.,motion_query,motion_query,motion_cue_seen
deepseek3000-01604__p040,deepseek3000-01604,train,0.40,0.428571,3,7,4,Point at the,Point at the <MASK> <MASK> <MASK> <MASK>,Point at the picture on the wall.,motion_query,motion_query,motion_cue_seen
deepseek3000-01604__p060,deepseek3000-01604,train,0.60,0.714286,5,7,2,Point at the picture on,Point at the picture on <MASK> <MASK>,Point at the picture on the wall.,motion_query,motion_query,motion_cue_seen
deepseek3000-01604__p080,deepseek3000-01604,train,0.80,0.857143,6,7,1,Point at the picture on the,Point at the picture on the <MASK>,Point at the picture on the wall.,motion_query,motion_query,motion_cue_seen
deepseek3000-01604__p100,deepseek3000-01604,train,1.00,1.000000,7,7,0,Point at the picture on the wall.,Point at the picture on the wall.,Point at the picture on the wall.,motion_query,motion_query,complete_input
deepseek3000-01968__p020,deepseek3000-01968,train,0.20,0.250000,2,8,6,Show me,Show me <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Show me how to do a yoga stretch.,motion_query,motion_query,motion_cue_seen
deepseek3000-01968__p040,deepseek3000-01968,train,0.40,0.500000,4,8,4,Show me how to,Show me how to <MASK> <MASK> <MASK> <MASK>,Show me how to do a yoga stretch.,motion_query,motion_query,motion_cue_seen
deepseek3000-01968__p060,deepseek3000-01968,train,0.60,0.625000,5,8,3,Show me how to do,Show me how to do <MASK> <MASK> <MASK>,Show me how to do a yoga stretch.,motion_query,motion_query,motion_cue_seen
deepseek3000-01968__p080,deepseek3000-01968,train,0.80,0.875000,7,8,1,Show me how to do a yoga,Show me how to do a yoga <MASK>,Show me how to do a yoga stretch.,motion_query,motion_query,motion_cue_seen
deepseek3000-01968__p100,deepseek3000-01968,train,1.00,1.000000,8,8,0,Show me how to do a yoga stretch.,Show me how to do a yoga stretch.,Show me how to do a yoga stretch.,motion_query,motion_query,complete_input
deepseek3000-01198__p020,deepseek3000-01198,train,0.20,0.250000,2,8,6,Turn your,Turn your <MASK> <MASK> <MASK> <MASK> <MASK> <MASK>,Turn your head to look at the speaker.,motion_query,motion_query,motion_cue_seen
deepseek3000-01198__p040,deepseek3000-01198,train,0.40,0.500000,4,8,4,Turn your head to,Turn your head to <MASK> <MASK> <MASK> <MASK>,Turn your head to look at the speaker.,motion_query,motion_query,motion_cue_seen
deepseek3000-01198__p060,deepseek3000-01198,train,0.60,0.625000,5,8,3,Turn your head to look,Turn your head to look <MASK> <MASK> <MASK>,Turn your head to look at the speaker.,motion_query,motion_query,motion_cue_seen
deepseek3000-01198__p080,deepseek3000-01198,train,0.80,0.875000,7,8,1,Turn your head to look at the,Turn your head to look at the <MASK>,Turn your head to look at the speaker.,motion_query,motion_query,motion_cue_seen
deepseek3000-01198__p100,deepseek3000-01198,train,1.00,1.000000,8,8,0,Turn your head to look at the speaker.,Turn your head to look at the speaker.,Turn your head to look at the speaker.,motion_query,motion_query,complete_input
deepseek3000-00766__p020,deepseek3000-00766,train,0.20,0.250000,1,4,3,I'm,I'm <MASK> <MASK> <MASK>,I'm feeling sad today.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00766__p040,deepseek3000-00766,train,0.40,0.500000,2,4,2,I'm feeling,I'm feeling <MASK> <MASK>,I'm feeling sad today.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00766__p060,deepseek3000-00766,train,0.60,0.750000,3,4,1,I'm feeling sad,I'm feeling sad <MASK>,I'm feeling sad today.,chat,wait,chat_prefix_too_ambiguous
deepseek3000-00766__p080,deepseek3000-00766,train,0.80,1.000000,4,4,0,I'm feeling sad today.,I'm feeling sad today.,I'm feeling sad today.,chat,chat,complete_input
deepseek3000-00766__p100,deepseek3000-00766,train,1.00,1.000000,4,4,0,I'm feeling sad today.,I'm feeling sad today.,I'm feeling sad today.,chat,chat,complete_input
deepseek3000-00876__p020,deepseek3000-00876,train,0.20,0.500000,1,2,1,Kneel,Kneel <MASK>,Kneel down.,motion_query,wait,motion_cue_not_seen
deepseek3000-00876__p040,deepseek3000-00876,train,0.40,0.500000,1,2,1,Kneel,Kneel <MASK>,Kneel down.,motion_query,wait,motion_cue_not_seen
deepseek3000-00876__p060,deepseek3000-00876,train,0.60,1.000000,2,2,0,Kneel down.,Kneel down.,Kneel down.,motion_query,motion_query,complete_input
deepseek3000-00876__p080,deepseek3000-00876,train,0.80,1.000000,2,2,0,Kneel down.,Kneel down.,Kneel down.,motion_query,motion_query,complete_input
deepseek3000-00876__p100,deepseek3000-00876,train,1.00,1.000000,2,2,0,Kneel down.,Kneel down.,Kneel down.,motion_query,motion_query,complete_input
deepseek3000-00832__p020,deepseek3000-00832,train,0.20,0.333333,1,3,2,Lift,Lift <MASK> <MASK>,Lift your arm.,motion_query,motion_query,motion_cue_seen
deepseek3000-00832__p040,deepseek3000-00832,train,0.40,0.666667,2,3,1,Lift your,Lift your <MASK>,Lift your arm.,motion_query,motion_query,motion_cue_seen
deepseek3000-00832__p060,deepseek3000-00832,train,0.60,0.666667,2,3,1,Lift your,Lift your <MASK>,Lift your arm.,motion_query,motion_query,motion_cue_seen
deepseek3000-00832__p080,deepseek3000-00832,train,0.80,1.000000,3,3,0,Lift your arm.,Lift your arm.,Lift your arm.,motion_query,motion_query,complete_input
deepseek3000-00832__p100,deepseek3000-00832,train,1.00,1.000000,3,3,0,Lift your arm.,Lift your arm.,Lift your arm.,motion_query,motion_query,complete_input
deepseek3000-01501__p020,deepseek3000-01501,train,0.20,0.250000,1,4,3,Lift,Lift <MASK> <MASK> <MASK>,Lift the chair slightly.,motion_query,motion_query,motion_cue_seen
deepseek3000-01501__p040,deepseek3000-01501,train,0.40,0.500000,2,4,2,Lift the,Lift the <MASK> <MASK>,Lift the chair slightly.,motion_query,motion_query,motion_cue_seen
deepseek3000-01501__p060,deepseek3000-01501,train,0.60,0.750000,3,4,1,Lift the chair,Lift the chair <MASK>,Lift the chair slightly.,motion_query,motion_query,motion_cue_seen
deepseek3000-01501__p080,deepseek3000-01501,train,0.80,1.000000,4,4,0,Lift the chair slightly.,Lift the chair slightly.,Lift the chair slightly.,motion_query,motion_query,complete_input
deepseek3000-01501__p100,deepseek3000-01501,train,1.00,1.000000,4,4,0,Lift the chair slightly.,Lift the chair slightly.,Lift the chair slightly.,motion_query,motion_query,complete_input
deepseek3000-01869__p020,deepseek3000-01869,train,0.20,0.333333,2,6,4,Point to,Point to <MASK> <MASK> <MASK> <MASK>,Point to the nearest fire exit.,motion_query,motion_query,motion_cue_seen
deepseek3000-01869__p040,deepseek3000-01869,train,0.40,0.500000,3,6,3,Point to the,Point to the <MASK> <MASK> <MASK>,Point to the nearest fire exit.,motion_query,motion_query,motion_cue_seen
deepseek3000-01869__p060,deepseek3000-01869,train,0.60,0.666667,4,6,2,Point to the nearest,Point to the nearest <MASK> <MASK>,Point to the nearest fire exit.,motion_query,motion_query,motion_cue_seen
deepseek3000-01869__p080,deepseek3000-01869,train,0.80,0.833333,5,6,1,Point to the nearest fire,Point to the nearest fire <MASK>,Point to the nearest fire exit.,motion_query,motion_query,motion_cue_seen
deepseek3000-01869__p100,deepseek3000-01869,train,1.00,1.000000,6,6,0,Point to the nearest fire exit.,Point to the nearest fire exit.,Point to the nearest fire exit.,motion_query,motion_query,complete_input
deepseek3000-00227__p020,deepseek3000-00227,train,0.20,0.200000,1,5,4,Turn,Turn <MASK> <MASK> <MASK> <MASK>,Turn left at the door.,motion_query,motion_query,motion_cue_seen
deepseek3000-00227__p040,deepseek3000-00227,train,0.40,0.400000,2,5,3,Turn left,Turn left <MASK> <MASK> <MASK>,Turn left at the door.,motion_query,motion_query,motion_cue_seen
deepseek3000-00227__p060,deepseek3000-00227,train,0.60,0.600000,3,5,2,Turn left at,Turn left at <MASK> <MASK>,Turn left at the door.,motion_query,motion_query,motion_cue_seen
deepseek3000-00227__p080,deepseek3000-00227,train,0.80,0.800000,4,5,1,Turn left at the,Turn left at the <MASK>,Turn left at the door.,motion_query,motion_query,motion_cue_seen
deepseek3000-00227__p100,deepseek3000-00227,train,1.00,1.000000,5,5,0,Turn left at the door.,Turn left at the door.,Turn left at the door.,motion_query,motion_query,complete_input
